Username,Tanggal,Teks,Jumlah_Like,Platform,Clean_Teks,Tokens,Label,Tanggal_Singkat,Topic_ID
@rafazyd-x,2026-06-14 21:12:08+00:00,Ga nyangka,0,YouTube,tidak nyangka,"['tidak', 'nyangka']",1,2026-06-14,0
@waswindo,2026-06-14 21:05:06+00:00,Katanya liga tani. Ups.,0,YouTube,katanya liga tani ups,"['katanya', 'liga', 'tani', 'ups']",1,2026-06-14,0
@Rampage9,2026-06-14 21:04:31+00:00,"Selamat BTR, dari awal udah gw duga BTR yg jadi juara, walaupun gw pendukung ONic tapi vibes juara BTR udah kerasa dari match 1, selamat buat BTR",2,YouTube,selamat btr dari awal sudah saya duga btr yang jadi juara walaupun saya pendukung onic tapi vibes juara btr sudah kerasa dari match selamat buat btr,"['selamat', 'btr', 'dari', 'awal', 'sudah', 'saya', 'duga', 'btr', 'yang', 'jadi', 'juara', 'walaupun', 'saya', 'pendukung', 'onic', 'tapi', 'vibes', 'juara', 'btr', 'sudah', 'kerasa', 'dari', 'match', 'selamat', 'buat', 'btr']",1,2026-06-14,0
@MikoTamma,2026-06-14 21:00:35+00:00,Nice try onic masih ada ewc,0,YouTube,nice try onic masih ada ewc,"['nice', 'try', 'onic', 'masih', 'ada', 'ewc']",0,2026-06-14,0
@RubyAbdurrahmanQabus,2026-06-14 21:00:33+00:00,"5:31:29 dapatkaynn,keyakinayn😂",0,YouTube,dapatkaynn keyakinayn,"['dapatkaynn', 'keyakinayn']",0,2026-06-14,0
@ayahazraboysak3727,2026-06-14 20:58:20+00:00,"1. Drafting & Match
Pertandingan ini menyajikan pertarungan sengit dengan strategi mendalam dari kedua tim:
Game 1: (1:53:15 - 2:13:14)
Game 2: (2:21:45 - 3:03:33)
Game 3: (3:25:32 - 3:57:07)
Game 4: (4:06:54 - 4:56:10)
Game 5: (5:06:35 - 5:21:13)

2. Interview & Segmen Pendukung
Di sela-sela pertandingan, terdapat analisis panelis dan segmen hiburan:
Analisis Panelis/Pre-match: (1:00:22 - 1:19:25)
Interview/Fun Match (Carry 1v1): (3:03:50 - 3:19:39)
Analisis & Evaluasi Tengah Match: (3:57:07 - 4:06:54)
Segmen Komunitas: (4:50:34 - 4:56:10)

3. Penyerahan Medali Kemenangan
Setelah Bigetron Vitality mengamankan gelar juara sebagai King Phoenix, dilakukan upacara penyerahan trofi dan penghargaan:
Momen Kemenangan & Selebrasi: (5:21:13 - 5:26:48)
Penyerahan Medali, Cincin, & Tropi: (5:26:48 - 5:30:45)
Penganugerahan Final MVP: (5:31:51 - 5:32:19)",1,YouTube,drafting match pertandingan ini menyajikan pertarungan sengit dengan strategi mendalam dari kedua tim game game game game game interview segmen pendukung di sela sela pertandingan terdapat analisis panelis dan segmen hiburan analisis panelis pre match interview fun match carry v analisis evaluasi tengah match segmen komunitas penyerahan medali kemenangan setelah bigetron vitality mengamankan gelar juara sebagai king phoenix dilakukan upacara penyerahan trofi dan penghargaan momen kemenangan selebrasi penyerahan medali cincin tropi penganugerahan final mvp,"['drafting', 'match', 'pertandingan', 'ini', 'menyajikan', 'pertarungan', 'sengit', 'dengan', 'strategi', 'mendalam', 'dari', 'kedua', 'tim', 'game', 'game', 'game', 'game', 'game', 'interview', 'segmen', 'pendukung', 'di', 'sela', 'sela', 'pertandingan', 'terdapat', 'analisis', 'panelis', 'dan', 'segmen', 'hiburan', 'analisis', 'panelis', 'pre', 'match', 'interview', 'fun', 'match', 'carry', 'v', 'analisis', 'evaluasi', 'tengah', 'match', 'segmen', 'komunitas', 'penyerahan', 'medali', 'kemenangan', 'setelah', 'bigetron', 'vitality', 'mengamankan', 'gelar', 'juara', 'sebagai', 'king', 'phoenix', 'dilakukan', 'upacara', 'penyerahan', 'trofi', 'dan', 'penghargaan', 'momen', 'kemenangan', 'selebrasi', 'penyerahan', 'medali', 'cincin', 'tropi', 'penganugerahan', 'final', 'mvp']",0,2026-06-14,0
@TheMud_19,2026-06-14 20:39:52+00:00,Gw yakin ini gara2 analis hertod😂,0,YouTube,saya yakin ini gara analis hertod,"['saya', 'yakin', 'ini', 'gara', 'analis', 'hertod']",1,2026-06-14,-1
@jarzy2435,2026-06-14 20:07:39+00:00,GG BTR NT ONIC,0,YouTube,gg btr nt onic,"['gg', 'btr', 'nt', 'onic']",0,2026-06-14,3
@mwpprasetya3905,2026-06-14 19:53:53+00:00,"Keknya bener bagusan eman deh dripada kelra, eman meskipun timnya btr dari season2 sebelumnya kek begitu dia tetep stabil performanya
Ph kenapa biarin eman pergi ke btr yah, padahal masih prime.",0,YouTube,keknya bener bagusan eman deh dripada kelra eman meskipun timnya btr dari season sebelumnya kek begitu dia tetep stabil performanya ph kenapa biarin eman pergi ke btr yah padahal masih prime,"['keknya', 'bener', 'bagusan', 'eman', 'deh', 'dripada', 'kelra', 'eman', 'meskipun', 'timnya', 'btr', 'dari', 'season', 'sebelumnya', 'kek', 'begitu', 'dia', 'tetep', 'stabil', 'performanya', 'ph', 'kenapa', 'biarin', 'eman', 'pergi', 'ke', 'btr', 'yah', 'padahal', 'masih', 'prime']",1,2026-06-14,0
@abiyoga208,2026-06-14 19:41:57+00:00,"Sebagai suporter onic..

Akhirnya ad juga yg bisa melampaui..🙏
Bukan fight yg mudah tpi anda2 menyajikan grand final yg berkualitas...
Salut buat kdeua tim

Congratulation buat BTR...

Next perjuangan masih berlanjut, harumkan nama bangsa bersma...☺️☺️

Indonesia bisa....",2,YouTube,sebagai suporter onic akhirnya ad juga yang bisa melampaui bukan fight yang mudah tpi anda menyajikan grand final yang berkualitas salut buat kdeua tim congratulation buat btr next perjuangan masih berlanjut harumkan nama bangsa bersma indonesia bisa,"['sebagai', 'suporter', 'onic', 'akhirnya', 'ad', 'juga', 'yang', 'bisa', 'melampaui', 'bukan', 'fight', 'yang', 'mudah', 'tpi', 'anda', 'menyajikan', 'grand', 'final', 'yang', 'berkualitas', 'salut', 'buat', 'kdeua', 'tim', 'congratulation', 'buat', 'btr', 'next', 'perjuangan', 'masih', 'berlanjut', 'harumkan', 'nama', 'bangsa', 'bersma', 'indonesia', 'bisa']",1,2026-06-14,0
@nyawxiao,2026-06-14 19:32:18+00:00,buset banget ini Nnael emang penjoki MPL njier,4,YouTube,buset banget ini nnael emang penjoki mpl njier,"['buset', 'banget', 'ini', 'nnael', 'emang', 'penjoki', 'mpl', 'njier']",0,2026-06-14,0
@MohamadRizal-j7z,2026-06-14 19:31:25+00:00,"Kan aq dah ckp BTR mesti champion , Salam dari Malaysia , btr Salah 1 team bakal mencabar di msc ..",0,YouTube,kan aq dah ckp btr mesti champion salam dari malaysia btr salah team bakal mencabar di msc,"['kan', 'aq', 'dah', 'ckp', 'btr', 'mesti', 'champion', 'salam', 'dari', 'malaysia', 'btr', 'salah', 'team', 'bakal', 'mencabar', 'di', 'msc']",1,2026-06-14,0
@ANTI_VIRUSSSSSSSS,2026-06-14 19:29:53+00:00,mau cari hewan yg ktnya kutukan play off BTR pulang dluan,1,YouTube,mau cari hewan yang ktnya kutukan play off btr pulang dluan,"['mau', 'cari', 'hewan', 'yang', 'ktnya', 'kutukan', 'play', 'off', 'btr', 'pulang', 'dluan']",1,2026-06-14,0
@AsepSanjo,2026-06-14 19:26:35+00:00,"Seneng BTR yg juara, biar player onic jgn trlalu jumawa. Sanz menolak jd pemain timnas, sok bgt. Makan tuh runner up.. Landak nyungseppppp😂😂",2,YouTube,seneng btr yang juara biar player onic jgn trlalu jumawa sanz menolak jadi pemain timnas sok banget makan tuh runner up landak nyungseppppp,"['seneng', 'btr', 'yang', 'juara', 'biar', 'player', 'onic', 'jgn', 'trlalu', 'jumawa', 'sanz', 'menolak', 'jadi', 'pemain', 'timnas', 'sok', 'banget', 'makan', 'tuh', 'runner', 'up', 'landak', 'nyungseppppp']",1,2026-06-14,0
@sultanprawiro3069,2026-06-14 19:26:32+00:00,"Gw bukan fans btr, tapi gw nangis. Mungkin karena gw udah familiar sama playernya dan perjuangannya kali ya? Kayak nnael, eman, moreno sama si hertod",1,YouTube,saya bukan fans btr tapi saya nangis mungkin karena saya sudah familiar sama playernya dan perjuangannya kali ya kayak nnael eman moreno sama si hertod,"['saya', 'bukan', 'fans', 'btr', 'tapi', 'saya', 'nangis', 'mungkin', 'karena', 'saya', 'sudah', 'familiar', 'sama', 'playernya', 'dan', 'perjuangannya', 'kali', 'ya', 'kayak', 'nnael', 'eman', 'moreno', 'sama', 'si', 'hertod']",1,2026-06-14,0
@FikriMubarak-b8n,2026-06-14 19:17:16+00:00,Yakin ewc milik indo pride ❤❤,0,YouTube,yakin ewc milik indo pride,"['yakin', 'ewc', 'milik', 'indo', 'pride']",0,2026-06-14,5
@FikriMubarak-b8n,2026-06-14 19:16:12+00:00,"Kali ini , moreno lebih baik dari pada sans 😂😂",0,YouTube,kali ini moreno lebih baik dari pada sans,"['kali', 'ini', 'moreno', 'lebih', 'baik', 'dari', 'pada', 'sans']",1,2026-06-14,0
@El-Farhanie.,2026-06-14 19:15:11+00:00,LETS GO TEAM VITALITY,0,YouTube,lets go team vitality,"['lets', 'go', 'team', 'vitality']",0,2026-06-14,0
@ronin1rn,2026-06-14 19:03:04+00:00,Wkwkk di bantai 😂😂😂😂😂,0,YouTube,wkwkk di bantai,"['wkwkk', 'di', 'bantai']",1,2026-06-14,0
@rahulsijabat2575,2026-06-14 19:02:30+00:00,"DRAFTING PHASE 1:45:23
GAME 1 1:55:01

next ada yang mau lanjut...",0,YouTube,drafting phase game next ada yang mau lanjut,"['drafting', 'phase', 'game', 'next', 'ada', 'yang', 'mau', 'lanjut']",1,2026-06-14,0
@OgiRobiansyah-n9f,2026-06-14 18:52:00+00:00,"Tapi emng season ini BTR mode play off kompak bgt sumpah. 
Congrats 🎉🎉",0,YouTube,tapi emng season ini btr mode play off kompak banget sumpah congrats,"['tapi', 'emng', 'season', 'ini', 'btr', 'mode', 'play', 'off', 'kompak', 'banget', 'sumpah', 'congrats']",0,2026-06-14,0
@ErikAnggara-rb8ur,2026-06-14 18:46:55+00:00,Ok,0,YouTube,ok,['ok'],0,2026-06-14,0
@Yihaaasikak,2026-06-14 18:44:46+00:00,Akhirnya eman angkat piala mpl id,0,YouTube,akhirnya eman angkat piala mpl id,"['akhirnya', 'eman', 'angkat', 'piala', 'mpl', 'id']",0,2026-06-14,0
@muhamadrijwan1792,2026-06-14 18:39:32+00:00,Kb benar sekor ya 4 1,1,YouTube,kb benar sekor ya,"['kb', 'benar', 'sekor', 'ya']",0,2026-06-14,0
@nitanita-j9x,2026-06-14 18:31:33+00:00,Awal kehancuran onic😅,0,YouTube,awal kehancuran onic,"['awal', 'kehancuran', 'onic']",1,2026-06-14,0
@ErwinPirmansah-r8l,2026-06-14 18:30:52+00:00,"Dan smoga di ewc nanti tidak slalu mengadalkan strategi 4 atau 3 hero cc, jgn sama kan mpl indo sama internasional🙏",0,YouTube,dan smoga di ewc nanti tidak slalu mengadalkan strategi atau hero cc jgn sama kan mpl indo sama internasional,"['dan', 'smoga', 'di', 'ewc', 'nanti', 'tidak', 'slalu', 'mengadalkan', 'strategi', 'atau', 'hero', 'cc', 'jgn', 'sama', 'kan', 'mpl', 'indo', 'sama', 'internasional']",1,2026-06-14,0
@SulhanLanceng,2026-06-14 18:29:45+00:00,Setingan,0,YouTube,setingan,['setingan'],0,2026-06-14,0
@MasJunaidi-e1o,2026-06-14 18:29:39+00:00,jsss,0,YouTube,jsss,['jsss'],0,2026-06-14,0
@SulhanLanceng,2026-06-14 18:23:01+00:00,Onic gak seperti sebelumnya,0,YouTube,onic tidak seperti sebelumnya,"['onic', 'tidak', 'seperti', 'sebelumnya']",1,2026-06-14,0
@PutriDangu,2026-06-14 18:21:19+00:00,Alhamdulillah onic kalah,0,YouTube,alhamdulillah onic kalah,"['alhamdulillah', 'onic', 'kalah']",0,2026-06-14,0
@Yuuka_id,2026-06-14 18:17:04+00:00,"Knapa ya, tim indo setiap Mpl ganjil, ada aja 1 tim yang prime nya kuat bat ya, semoga BTR bisa perform terus sampe EWC",1,YouTube,knapa ya tim indo setiap mpl ganjil ada aja tim yang prime nya kuat bat ya semoga btr bisa perform terus sampe ewc,"['knapa', 'ya', 'tim', 'indo', 'setiap', 'mpl', 'ganjil', 'ada', 'aja', 'tim', 'yang', 'prime', 'nya', 'kuat', 'bat', 'ya', 'semoga', 'btr', 'bisa', 'perform', 'terus', 'sampe', 'ewc']",1,2026-06-14,0
@igustiputubudha8715,2026-06-14 18:13:58+00:00,Sanz gak bacot lagi haha,1,YouTube,sanz tidak bacot lagi haha,"['sanz', 'tidak', 'bacot', 'lagi', 'haha']",1,2026-06-14,0
@RezquHz,2026-06-14 18:12:00+00:00,respek btr,0,YouTube,respek btr,"['respek', 'btr']",0,2026-06-14,0
@Moch_Akbar46,2026-06-14 18:10:16+00:00,Gara gara gk ada Skylar🗿,1,YouTube,gara gara tidak ada skylar,"['gara', 'gara', 'tidak', 'ada', 'skylar']",1,2026-06-14,0
@dootzy9643,2026-06-14 18:10:11+00:00,Btr juara karena rrq wkwkwk😅,1,YouTube,btr juara karena rrq wkwkwk,"['btr', 'juara', 'karena', 'rrq', 'wkwkwk']",0,2026-06-14,0
@IndahLestari-zs4wh,2026-06-14 18:09:36+00:00,"gw fans onic terharu liaht kalian bertaun"" Mennanti moment sperti in 🎉",1,YouTube,saya fans onic terharu liaht kalian bertaun mennanti moment sperti in,"['saya', 'fans', 'onic', 'terharu', 'liaht', 'kalian', 'bertaun', 'mennanti', 'moment', 'sperti', 'in']",0,2026-06-14,0
@Rian-xt1oj,2026-06-14 18:07:58+00:00,1 mpl indo senang bukan landak lagi yg juara😂,2,YouTube,mpl indo senang bukan landak lagi yang juara,"['mpl', 'indo', 'senang', 'bukan', 'landak', 'lagi', 'yang', 'juara']",1,2026-06-14,5
@bangsakip7888,2026-06-14 18:03:43+00:00,3:59:13,0,YouTube,,[],0,2026-06-14,1
@Easy.Headshot,2026-06-14 18:00:48+00:00,Walau gw Sonic tapi GG banget btr,0,YouTube,walau saya sonic tapi gg banget btr,"['walau', 'saya', 'sonic', 'tapi', 'gg', 'banget', 'btr']",1,2026-06-14,7
@Dwiichaputri,2026-06-14 18:00:06+00:00,Keren akhirnya BTR MENGUKIR SEJARAH,0,YouTube,keren akhirnya btr mengukir sejarah,"['keren', 'akhirnya', 'btr', 'mengukir', 'sejarah']",0,2026-06-14,0
@pandhelhulk,2026-06-14 17:58:58+00:00,ok,0,YouTube,ok,['ok'],0,2026-06-14,0
@bangsakip7888,2026-06-14 17:58:44+00:00,3:03:50,0,YouTube,,[],0,2026-06-14,1
@CheeseBurgergaming88,2026-06-14 17:54:11+00:00,"keren ni btr maenya, chemistry nya mantep bgt. 
tau mereka cara jatohin carry onic khususnya sanz. 
di game ini jga chemistry sanz sama kelra lumayan di bikin ancur sama scorpio, finn di eksekusi sama morenoo, keren ini btr semoga bsa bawa piala ewc atau m series nnti. 
congrats",0,YouTube,keren ni btr maenya chemistry nya mantep banget tau mereka cara jatohin carry onic khususnya sanz di game ini jga chemistry sanz sama kelra lumayan di bikin ancur sama scorpio finn di eksekusi sama morenoo keren ini btr semoga bsa bawa piala ewc atau m series nnti congrats,"['keren', 'ni', 'btr', 'maenya', 'chemistry', 'nya', 'mantep', 'banget', 'tau', 'mereka', 'cara', 'jatohin', 'carry', 'onic', 'khususnya', 'sanz', 'di', 'game', 'ini', 'jga', 'chemistry', 'sanz', 'sama', 'kelra', 'lumayan', 'di', 'bikin', 'ancur', 'sama', 'scorpio', 'finn', 'di', 'eksekusi', 'sama', 'morenoo', 'keren', 'ini', 'btr', 'semoga', 'bsa', 'bawa', 'piala', 'ewc', 'atau', 'm', 'series', 'nnti', 'congrats']",0,2026-06-14,0
@YusufHidayatullah-l8r,2026-06-14 17:52:49+00:00,BTR main tabrak sih gila,1,YouTube,btr main tabrak sih gila,"['btr', 'main', 'tabrak', 'sih', 'gila']",1,2026-06-14,0
@sonrivanata7914,2026-06-14 17:52:04+00:00,Btr juara ikut bahagia,0,YouTube,btr juara ikut bahagia,"['btr', 'juara', 'ikut', 'bahagia']",1,2026-06-14,0
@Faushii,2026-06-14 17:51:09+00:00,Prince Skylar > Gold standar motor kegendong kingkong,3,YouTube,prince skylar gold standar motor kegendong kingkong,"['prince', 'skylar', 'gold', 'standar', 'motor', 'kegendong', 'kingkong']",1,2026-06-14,0
@aaavar,2026-06-14 17:50:57+00:00,"Skylerr dalam hati
Makan tu goldline standar dari vh😂",1,YouTube,skylerr dalam hati makan tu goldline standar dari vh,"['skylerr', 'dalam', 'hati', 'makan', 'tu', 'goldline', 'standar', 'dari', 'vh']",1,2026-06-14,0
@B.u.muhamad,2026-06-14 17:47:20+00:00,"Congrats BTR, gua Sonic bangga sama BTR",1,YouTube,congrats btr gua sonic bangga sama btr,"['congrats', 'btr', 'gua', 'sonic', 'bangga', 'sama', 'btr']",0,2026-06-14,7
@ivan.f.saragih,2026-06-14 17:44:55+00:00,Msc lempem 😂,0,YouTube,msc lempem,"['msc', 'lempem']",0,2026-06-14,0
@t.e.j.channel4300,2026-06-14 17:42:39+00:00,Onic cuma bosen aja juara. Mkannya kasih aja buat btr. Permainan Onic yg sbnrnya gk kek gtu jirr,0,YouTube,onic cuma bosen aja juara mkannya kasih aja buat btr permainan onic yang sbnrnya tidak kek gtu jirr,"['onic', 'cuma', 'bosen', 'aja', 'juara', 'mkannya', 'kasih', 'aja', 'buat', 'btr', 'permainan', 'onic', 'yang', 'sbnrnya', 'tidak', 'kek', 'gtu', 'jirr']",1,2026-06-14,0
@YusufHidayatullah-l8r,2026-06-14 17:41:08+00:00,Akhirnya BTR juara.. udah sekian lama,0,YouTube,akhirnya btr juara sudah sekian lama,"['akhirnya', 'btr', 'juara', 'sudah', 'sekian', 'lama']",1,2026-06-14,-1
@ciusang9223,2026-06-14 17:41:04+00:00,Tebakan ku 4-1 bener btr win,0,YouTube,tebakan ku bener btr win,"['tebakan', 'ku', 'bener', 'btr', 'win']",1,2026-06-14,0
@hermawanmpm6841,2026-06-14 17:39:50+00:00,Jago banget si shogun125,0,YouTube,jago banget si shogun,"['jago', 'banget', 'si', 'shogun']",0,2026-06-14,0
@FUFUFAFA-o1-q1k,2026-06-14 17:38:29+00:00,trnyata selama ini onic digendong queen awwah,0,YouTube,trnyata selama ini onic digendong queen awwah,"['trnyata', 'selama', 'ini', 'onic', 'digendong', 'queen', 'awwah']",0,2026-06-14,0
@BoyRafli-o6v,2026-06-14 17:38:09+00:00,Nooooooooo oni kalah,0,YouTube,nooooooooo oni kalah,"['nooooooooo', 'oni', 'kalah']",1,2026-06-14,0
@inthodange3580,2026-06-14 17:37:54+00:00,Songong si Onic lantai MPL DI JADIKAN TAMAN BERMAIN FIX KUTUKAN 😂😂😂,0,YouTube,songong si onic lantai mpl di jadikan taman bermain fix kutukan,"['songong', 'si', 'onic', 'lantai', 'mpl', 'di', 'jadikan', 'taman', 'bermain', 'fix', 'kutukan']",0,2026-06-14,0
@kitamember4381,2026-06-14 17:35:54+00:00,Onic sombong amat.. kiboy recall2 sombong mampos lu😆😆,0,YouTube,onic sombong amat kiboy recall sombong mampos kamu,"['onic', 'sombong', 'amat', 'kiboy', 'recall', 'sombong', 'mampos', 'kamu']",1,2026-06-14,0
@KeisyaAzhar,2026-06-14 17:34:37+00:00,Menyala  btr🔥🔥🔥🔥🔥,0,YouTube,menyala btr,"['menyala', 'btr']",1,2026-06-14,0
@Mattinggal986,2026-06-14 17:31:18+00:00,Karena Sonic bosan juara muluk jadi biar seru mpl gantian juara,1,YouTube,karena sonic bosan juara muluk jadi biar seru mpl gantian juara,"['karena', 'sonic', 'bosan', 'juara', 'muluk', 'jadi', 'biar', 'seru', 'mpl', 'gantian', 'juara']",1,2026-06-14,-1
@zeromoz6285,2026-06-14 17:30:44+00:00,Itu shotgun jantungnya 140 terus wkwkwk,0,YouTube,itu shotgun jantungnya terus wkwkwk,"['itu', 'shotgun', 'jantungnya', 'terus', 'wkwkwk']",0,2026-06-14,0
@rian9612,2026-06-14 17:27:49+00:00,3:01:28 Mantap BTR,0,YouTube,mantap btr,"['mantap', 'btr']",0,2026-06-14,0
@iass_aje,2026-06-14 17:27:11+00:00,Akhirnya ada yang bisa ngalahin onic,1,YouTube,akhirnya ada yang bisa ngalahin onic,"['akhirnya', 'ada', 'yang', 'bisa', 'ngalahin', 'onic']",1,2026-06-14,0
@wakcunaly1000,2026-06-14 17:27:07+00:00,3:02:59,0,YouTube,,[],0,2026-06-14,1
@Mahardiiika,2026-06-14 17:24:35+00:00,"Akhirnya yutuber kecil itu juara "" oii tod""😂😂",0,YouTube,akhirnya yutuber kecil itu juara oii tod,"['akhirnya', 'yutuber', 'kecil', 'itu', 'juara', 'oii', 'tod']",1,2026-06-14,0
@tafstory,2026-06-14 17:24:11+00:00,Kelas jir Btr congrats,0,YouTube,kelas jir btr congrats,"['kelas', 'jir', 'btr', 'congrats']",1,2026-06-14,2
@KaitoAld,2026-06-14 17:22:07+00:00,Mengukir sejarah btr  jago mpl juara 1 mdl juara satu  mantap  bau cuan cair kerja keras membuahkan hasil i like btr  👍👍👍👍👍👍👍,0,YouTube,mengukir sejarah btr jago mpl juara mdl juara satu mantap bau cuan cair kerja keras membuahkan hasil i like btr,"['mengukir', 'sejarah', 'btr', 'jago', 'mpl', 'juara', 'mdl', 'juara', 'satu', 'mantap', 'bau', 'cuan', 'cair', 'kerja', 'keras', 'membuahkan', 'hasil', 'i', 'like', 'btr']",0,2026-06-14,0
@CahyaGumilar-ku6of,2026-06-14 17:17:46+00:00,ONIC udah bosen juara mulu,0,YouTube,onic sudah bosen juara mulu,"['onic', 'sudah', 'bosen', 'juara', 'mulu']",1,2026-06-14,0
@JuriaJumadi,2026-06-14 17:16:43+00:00,Giveaway 😅,0,YouTube,giveaway,['giveaway'],0,2026-06-14,0
@enakjosua9908,2026-06-14 17:15:56+00:00,gila BTR turunkan tahta raja 🥶 main BTR kayak gak ada beban jir lawan tim peringkat atas ☠️,0,YouTube,gila btr turunkan tahta raja main btr kayak tidak ada beban jir lawan tim peringkat atas,"['gila', 'btr', 'turunkan', 'tahta', 'raja', 'main', 'btr', 'kayak', 'tidak', 'ada', 'beban', 'jir', 'lawan', 'tim', 'peringkat', 'atas']",1,2026-06-14,0
@muhammadhusenhusen4363,2026-06-14 17:15:16+00:00,"gw Sonic dan gua sepakat bgt kalau BTR juara, jujur bosen kalau seandainya liat onic terus yang menang karena perform mereka benar-benar best, congrats buat BTR 🎉",0,YouTube,saya sonic dan gua sepakat banget kalau btr juara jujur bosen kalau seandainya liat onic terus yang menang karena perform mereka benar benar best congrats buat btr,"['saya', 'sonic', 'dan', 'gua', 'sepakat', 'banget', 'kalau', 'btr', 'juara', 'jujur', 'bosen', 'kalau', 'seandainya', 'liat', 'onic', 'terus', 'yang', 'menang', 'karena', 'perform', 'mereka', 'benar', 'benar', 'best', 'congrats', 'buat', 'btr']",1,2026-06-14,0
@SkibidiSigma500mewing,2026-06-14 17:14:54+00:00,"Gw yakin hertod bakal upload video abis ini  judulnya ""Tutor Mengalahkan Onic di Grand Final MPL""",1,YouTube,saya yakin hertod bakal upload video abis ini judulnya tutor mengalahkan onic di grand final mpl,"['saya', 'yakin', 'hertod', 'bakal', 'upload', 'video', 'abis', 'ini', 'judulnya', 'tutor', 'mengalahkan', 'onic', 'di', 'grand', 'final', 'mpl']",1,2026-06-14,-1
@LuriAja,2026-06-14 17:14:13+00:00,mending skylar bawa onic juara 😂😂😂😂😂,0,YouTube,mending skylar bawa onic juara,"['mending', 'skylar', 'bawa', 'onic', 'juara']",1,2026-06-14,0
@ActionsMinds,2026-06-14 17:12:22+00:00,KELRA LAWAK 😂,0,YouTube,kelra lawak,"['kelra', 'lawak']",0,2026-06-14,0
@NurMila-p9p,2026-06-14 17:11:55+00:00,RRQ DARKSISTEM BOT🤣🫵🏻,0,YouTube,rrq darksistem bot,"['rrq', 'darksistem', 'bot']",1,2026-06-14,4
@W.Priyambodo,2026-06-14 17:07:51+00:00,Gimana sonic yg hujat skylar 😂,0,YouTube,gimana sonic yang hujat skylar,"['gimana', 'sonic', 'yang', 'hujat', 'skylar']",1,2026-06-14,7
@pakefaril,2026-06-14 17:06:19+00:00,Kelra out mode GK BS gendong,0,YouTube,kelra out mode tidak bs gendong,"['kelra', 'out', 'mode', 'tidak', 'bs', 'gendong']",1,2026-06-14,0
@noblesseytz4498,2026-06-14 17:04:31+00:00,Onic bot cok di hadapan BTR gila gg cok,0,YouTube,onic bot cok di hadapan btr gila gg cok,"['onic', 'bot', 'cok', 'di', 'hadapan', 'btr', 'gila', 'gg', 'cok']",1,2026-06-14,0
@allee1423,2026-06-14 17:04:26+00:00,Onic kalah kyak bahagia 😂,0,YouTube,onic kalah kyak bahagia,"['onic', 'kalah', 'kyak', 'bahagia']",1,2026-06-14,0
@RefaKaruniaputri,2026-06-14 17:04:23+00:00,Telur,0,YouTube,telur,['telur'],0,2026-06-14,0
@yayanfauzan-u1y,2026-06-14 17:01:43+00:00,giliran kita dukung 2 tim ini di paris ❤ 💛,1,YouTube,giliran kita dukung tim ini di paris,"['giliran', 'kita', 'dukung', 'tim', 'ini', 'di', 'paris']",0,2026-06-14,0
@fhmiihykal,2026-06-14 16:57:09+00:00,okok,0,YouTube,okok,['okok'],0,2026-06-14,0
@rediherdiana9208,2026-06-14 16:56:36+00:00,KEREN KELRA BISA BAWA ONIC JUARA 2 MPL ID 😂,1,YouTube,keren kelra bisa bawa onic juara mpl id,"['keren', 'kelra', 'bisa', 'bawa', 'onic', 'juara', 'mpl', 'id']",1,2026-06-14,0
@AmeliaMuhfit,2026-06-14 16:55:36+00:00,LET'S GO ROBOT MERAH,0,YouTube,let s go robot merah,"['let', 's', 'go', 'robot', 'merah']",1,2026-06-14,4
@allee1423,2026-06-14 16:53:31+00:00,"Perasaan cara main onic gk gitu, disengaja kah 😂",0,YouTube,perasaan cara main onic tidak gitu disengaja kah,"['perasaan', 'cara', 'main', 'onic', 'tidak', 'gitu', 'disengaja', 'kah']",1,2026-06-14,0
@rangkuti2824,2026-06-14 16:52:43+00:00,Makan tuh raja langit😂,0,YouTube,makan tuh raja langit,"['makan', 'tuh', 'raja', 'langit']",1,2026-06-14,-1
@ikapambayun3698,2026-06-14 16:51:59+00:00,"Tadi nonton udah 3 - 0, lahh kurang 1 lagi nihh mau nonton live ehhh jadi 3 - 1 ya udah ditinggal ngedrakor dulu aja, alhamdulillah menang Btr",1,YouTube,tadi nonton sudah lahh kurang lagi nihh mau nonton live ehhh jadi ya sudah ditinggal ngedrakor dulu aja alhamdulillah menang btr,"['tadi', 'nonton', 'sudah', 'lahh', 'kurang', 'lagi', 'nihh', 'mau', 'nonton', 'live', 'ehhh', 'jadi', 'ya', 'sudah', 'ditinggal', 'ngedrakor', 'dulu', 'aja', 'alhamdulillah', 'menang', 'btr']",1,2026-06-14,0
@najibdong,2026-06-14 16:49:27+00:00,"Berasa ngeliat gp TLPH jierrr komitnya gila, mekanik gila, disiplin juga dapet perfect banget gp BTR todayy🔥",0,YouTube,berasa ngeliat gp tlph jierrr komitnya gila mekanik gila disiplin juga dapet perfect banget gp btr todayy,"['berasa', 'ngeliat', 'gp', 'tlph', 'jierrr', 'komitnya', 'gila', 'mekanik', 'gila', 'disiplin', 'juga', 'dapet', 'perfect', 'banget', 'gp', 'btr', 'todayy']",0,2026-06-14,0
